_ID	KIND	SPEAKER	WORD_TYP	WORD_TOK	PATT_TYP	PATT_TOK	SPA_TYP	SPA_TOK	SD_TYP	SD_TOK	SHA_TYP	SHA_TOK	LD_TYP	LD_TOK	CA_TYP	CA_TOK	SF_TYP	SF_TOK	OT_TYP	OT_TOK	ANI_TYP	ANI_TOK	NAT_TYP	NAT_TOK	BP_TYP	BP_TOK	COL_TYP	COL_TOK	ADJ_TYP	ADJ_TOK	Q_TYP	Q_TOK
1	24	C	133	504	33	94	7	25	0	0	0	0	5	22	1	2	0	0	1	1	8	25	4	7	3	4	4	5	0	0	7	28
1	24	P	182	835	50	168	20	60	0	0	0	0	10	35	6	16	3	7	1	2	4	11	2	2	3	6	6	18	0	0	15	71
10	24	C	137	438	32	84	8	15	0	0	0	0	6	9	2	6	0	0	0	0	4	8	0	0	3	4	5	10	1	2	11	45
10	24	P	221	1200	68	330	30	154	3	4	0	0	14	55	7	44	5	49	1	2	4	9	2	3	8	16	6	32	1	1	17	115
10	48	C	138	486	34	98	16	35	0	0	0	0	8	17	4	7	3	10	1	1	4	18	1	1	3	9	2	6	0	0	8	29
10	48	P	234	1192	63	309	33	144	1	1	0	0	18	60	7	25	5	56	2	2	4	24	2	3	5	28	4	8	0	0	15	102
100	24	C	90	190	21	37	9	18	4	10	0	0	2	4	2	3	1	1	0	0	3	6	2	3	1	2	0	0	0	0	6	8
100	24	P	110	286	29	49	10	16	1	3	0	0	5	7	3	5	1	1	0	0	7	9	2	2	1	1	1	1	0	0	8	20
100	48	C	107	297	24	76	10	16	1	1	0	0	5	10	2	3	2	2	0	0	6	37	2	4	2	2	1	10	0	0	3	7
100	48	P	226	1060	69	265	30	103	2	3	1	3	17	40	7	47	3	10	0	0	8	42	5	12	7	17	4	10	0	0	15	81
101	24	C	72	174	14	23	4	7	0	0	0	0	2	3	1	3	1	1	0	0	4	8	0	0	0	0	0	0	0	0	6	8
101	24	P	167	595	34	113	18	47	0	0	0	0	11	25	4	13	3	9	0	0	3	9	0	0	1	1	2	2	0	0	10	54
101	48	C	129	359	30	50	12	18	1	2	0	0	7	11	3	4	1	1	0	0	3	4	1	1	1	2	4	4	0	0	9	21
101	48	P	266	1418	67	280	30	126	1	6	0	0	19	67	6	32	3	19	1	2	8	16	5	5	6	13	3	7	0	0	15	113
102	24	C	97	262	25	43	9	19	1	1	0	0	3	5	3	7	2	6	0	0	4	7	1	1	2	2	2	2	0	0	7	12
102	24	P	172	652	50	166	25	93	0	0	0	0	13	34	6	31	5	25	1	3	4	7	2	2	2	2	4	7	0	0	13	55
102	48	C	107	326	43	96	20	30	3	3	0	0	7	8	6	13	4	6	0	0	4	19	3	4	2	8	3	6	1	1	10	28
102	48	P	217	1286	65	357	31	164	3	8	2	2	14	76	6	53	5	23	1	2	5	34	2	4	6	18	7	20	1	6	13	111
103	24	C	54	138	9	17	3	3	0	0	0	0	2	2	1	1	0	0	0	0	3	8	0	0	1	2	0	0	0	0	2	4
103	24	P	66	182	17	27	6	10	0	0	0	0	3	7	3	3	0	0	0	0	7	11	0	0	0	0	0	0	0	0	4	6
103	48	C	97	251	25	46	14	19	3	4	0	0	6	8	3	5	1	1	1	1	3	11	0	0	2	3	1	1	0	0	5	12
103	48	P	159	648	40	124	24	65	2	3	0	0	13	30	6	27	2	4	1	1	3	3	0	0	2	10	0	0	0	0	11	46
104	24	C	73	179	14	26	3	4	0	0	0	0	3	4	0	0	0	0	0	0	1	1	1	1	3	6	2	2	0	0	4	12
104	24	P	152	425	34	93	16	46	0	0	0	0	11	18	2	17	2	10	1	1	2	2	1	1	2	4	3	7	0	0	10	33
104	48	C	91	210	21	36	12	15	3	3	0	0	6	7	1	2	1	2	1	1	0	0	0	0	1	2	2	3	0	0	6	16
104	48	P	195	1143	50	252	21	124	0	0	0	0	12	52	4	43	4	23	1	6	2	4	3	4	7	14	5	8	0	0	12	98
105	24	C	129	410	32	69	16	33	1	1	0	0	10	16	2	4	3	12	0	0	1	1	0	0	2	2	3	9	0	0	10	24
105	24	P	217	1641	43	349	24	128	2	4	0	0	14	76	4	36	2	10	2	2	0	0	0	0	1	10	3	51	0	0	15	160
105	48	C	74	145	14	27	10	19	2	2	0	0	5	7	1	1	2	9	0	0	1	3	0	0	0	0	0	0	0	0	3	5
105	48	P	137	509	31	82	19	49	2	5	0	0	11	25	3	14	3	5	0	0	0	0	1	1	1	1	1	2	0	0	9	29
106	24	C	134	398	33	81	10	23	0	0	0	0	3	7	5	11	1	2	1	3	8	25	1	2	4	7	2	7	0	0	8	17
106	24	P	211	1009	47	219	24	109	0	0	0	0	13	49	3	18	5	39	3	3	8	22	1	2	2	3	2	6	0	0	10	77
106	48	C	182	832	45	116	17	49	1	1	0	0	12	31	2	15	2	2	0	0	5	13	1	1	6	8	5	7	0	0	11	38
106	48	P	281	1834	58	325	28	144	2	5	0	0	15	81	5	27	5	30	1	1	5	19	4	7	4	8	3	11	0	0	14	136
107	24	C	100	425	25	76	7	17	0	0	0	0	3	7	4	10	0	0	0	0	4	4	0	0	2	4	4	8	0	0	8	43
107	24	P	260	1509	67	328	30	155	0	0	1	3	17	65	6	25	5	52	1	10	6	9	1	1	7	18	6	26	0	0	17	119
107	48	C	93	280	24	64	9	23	0	0	0	0	5	9	4	14	0	0	0	0	1	1	2	2	2	4	2	2	0	0	8	32
107	48	P	217	878	54	183	32	106	1	1	0	0	18	45	7	26	5	33	1	1	1	2	0	0	4	10	4	13	0	0	13	52
108	24	C	78	167	26	43	7	9	1	1	0	0	5	7	1	1	0	0	0	0	10	16	3	4	2	2	0	0	0	0	4	12
108	24	P	161	486	50	107	21	56	2	3	0	0	11	24	4	18	3	10	1	1	9	19	2	2	8	9	2	2	0	0	8	19
108	48	C	123	337	27	53	12	20	0	0	0	0	7	12	4	7	0	0	1	1	5	12	1	1	5	7	2	4	0	0	2	9
108	48	P	255	1384	80	322	39	181	6	8	0	0	20	96	7	52	5	21	1	4	8	35	3	5	10	26	6	15	0	0	14	60
109	24	C	94	220	27	66	11	24	0	0	0	0	5	10	3	8	1	3	2	3	7	21	0	0	0	0	0	0	0	0	9	21
109	24	P	147	668	41	148	18	67	1	1	0	0	9	24	3	27	4	14	1	1	8	24	0	0	1	1	1	1	0	0	13	55
109	48	C	178	794	39	147	17	84	2	4	0	0	9	55	4	17	1	1	1	7	6	27	2	3	1	6	1	1	0	0	12	26
109	48	P	259	1753	58	292	29	130	2	4	0	0	14	67	8	42	4	13	1	4	6	25	5	9	5	15	1	4	0	0	12	109
11	24	C	93	320	19	35	6	8	0	0	1	1	5	7	0	0	0	0	0	0	3	5	1	1	2	10	2	2	0	0	5	9
11	24	P	153	710	33	118	19	53	0	0	0	0	12	36	2	5	2	3	3	9	2	2	1	2	3	3	0	0	0	0	8	58
11	48	C	118	459	28	69	9	18	1	1	0	0	7	16	0	0	0	0	1	1	3	5	5	11	1	1	3	9	0	0	7	25
11	48	P	175	1665	40	259	22	168	0	0	1	1	15	130	3	24	1	5	2	8	2	9	3	5	3	7	3	15	0	0	7	55
110	24	C	102	263	25	57	14	39	1	1	0	0	6	18	4	15	3	5	0	0	1	1	1	1	0	0	1	1	0	0	8	15
110	24	P	90	228	20	46	12	27	0	0	0	0	5	9	4	14	3	4	0	0	0	0	0	0	0	0	2	2	0	0	6	17
110	48	C	139	517	35	93	16	28	2	3	0	0	11	20	3	5	0	0	0	0	2	3	2	7	2	2	3	19	0	0	10	34
110	48	P	164	752	47	141	25	73	2	5	1	1	14	46	6	17	2	4	0	0	3	8	1	5	2	3	3	16	0	0	13	36
111	24	C	64	128	19	32	4	6	0	0	0	0	1	1	1	2	2	3	0	0	9	19	2	2	0	0	1	1	0	0	3	4
111	24	P	85	171	32	52	17	26	3	4	0	0	7	9	4	7	3	6	0	0	5	7	0	0	3	3	1	1	0	0	6	15
111	48	C	93	184	23	33	8	12	0	0	0	0	5	8	1	2	2	2	0	0	4	5	1	1	2	2	2	4	0	0	6	9
111	48	P	122	329	36	71	15	26	0	0	0	0	9	15	2	5	4	6	0	0	4	6	1	2	3	4	2	3	0	0	11	30
112	24	C	81	214	20	37	10	18	0	0	0	0	5	5	5	13	0	0	0	0	3	8	1	2	0	0	1	1	0	0	5	8
112	24	P	136	581	34	119	18	54	0	0	0	0	9	22	4	15	4	15	1	2	2	3	0	0	0	0	5	17	1	1	8	44
112	48	C	90	298	20	33	10	14	1	3	0	0	6	8	2	2	0	0	1	1	2	8	0	0	0	0	2	2	0	0	6	9
112	48	P	184	936	51	211	23	103	0	0	0	0	12	44	5	31	5	27	1	1	5	15	1	1	4	9	4	12	0	0	14	71
113	24	C	31	48	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1	0	0	0	0	0	0	3	3
113	24	P	97	278	32	70	13	31	0	0	0	0	9	17	2	6	1	7	1	1	8	15	1	2	1	1	0	0	0	0	9	21
113	48	C	83	220	19	33	5	11	0	0	0	0	3	5	2	6	0	0	0	0	6	8	1	1	1	1	2	3	0	0	4	9
113	48	P	165	1127	48	246	19	97	0	0	0	0	11	48	4	34	2	7	2	8	6	22	1	1	5	10	5	10	0	0	12	106
114	24	C	59	134	25	32	9	10	3	3	0	0	2	3	2	2	1	1	1	1	6	11	2	2	1	1	2	2	0	0	5	6
114	24	P	153	526	53	126	21	44	1	2	0	0	11	23	7	17	2	2	0	0	7	19	3	6	8	23	3	4	0	0	11	30
114	48	C	75	238	20	32	4	5	0	0	0	0	2	3	2	2	0	0	0	0	4	9	2	2	3	4	3	3	0	0	4	9
114	48	P	210	1119	73	254	29	113	1	1	0	0	14	43	7	44	4	17	3	8	7	23	5	15	12	22	7	23	0	0	13	58
12	24	C	107	359	27	62	9	27	0	0	0	0	5	14	2	10	2	3	0	0	4	5	2	2	1	1	2	9	0	0	9	18
12	24	P	122	373	27	74	11	32	0	0	0	0	3	12	4	12	3	7	1	1	6	9	2	4	0	0	1	2	0	0	7	27
12	48	C	165	698	48	150	16	62	0	0	0	0	7	24	7	34	2	4	0	0	7	19	5	9	4	9	7	17	0	0	9	34
12	48	P	176	703	57	155	23	76	1	2	0	0	11	29	7	31	2	11	2	3	6	15	4	6	7	9	6	11	0	0	11	38
13	24	C	68	140	23	48	9	21	2	2	0	0	4	15	3	4	0	0	0	0	9	16	1	4	0	0	2	5	0	0	2	2
13	24	P	136	423	43	84	18	38	2	3	0	0	11	19	3	9	2	7	0	0	9	14	3	3	1	2	3	5	0	0	9	22
13	48	C	77	309	27	105	14	69	2	25	0	0	5	19	5	19	2	6	0	0	3	10	1	3	1	1	3	7	1	1	4	14
13	48	P	226	1542	62	391	31	204	1	3	1	1	16	80	8	67	4	52	1	1	3	13	2	4	6	14	6	47	1	3	13	106
15	24	C	63	167	12	29	6	18	0	0	0	0	4	10	1	7	1	1	0	0	1	2	0	0	0	0	2	2	0	0	3	7
15	24	P	151	973	43	218	20	122	0	0	0	0	14	38	3	40	2	42	1	2	3	8	0	0	2	4	6	23	0	0	12	61
15	48	C	86	222	18	41	8	24	2	2	0	0	3	8	2	13	1	1	0	0	0	0	0	0	0	0	5	7	0	0	5	10
15	48	P	193	1337	54	309	28	183	2	2	1	1	14	64	5	64	5	48	1	4	2	2	4	7	1	1	6	21	0	0	13	95
16	24	C	102	283	24	80	8	11	1	1	0	0	6	8	1	2	0	0	0	0	8	56	1	4	4	4	1	1	0	0	2	4
16	24	P	173	484	55	134	23	37	2	3	0	0	13	20	5	11	3	3	0	0	9	37	2	4	7	16	2	3	0	0	12	37
16	48	C	118	322	37	69	17	33	3	5	0	0	10	22	4	6	0	0	0	0	4	9	1	1	5	8	2	4	0	0	8	14
16	48	P	270	1214	73	278	33	134	1	4	0	0	20	76	6	39	6	15	0	0	6	26	5	12	10	35	7	13	0	0	12	58
17	24	C	113	359	27	60	11	22	3	6	0	0	6	11	1	4	0	0	1	1	4	14	1	2	3	6	2	5	0	0	6	11
17	24	P	106	483	32	87	17	51	1	1	0	0	11	41	3	6	1	1	1	2	2	2	0	0	2	2	2	3	0	0	9	29
17	48	C	153	829	32	134	14	48	2	4	0	0	5	16	4	25	2	2	1	1	4	22	1	1	5	24	1	12	0	0	7	27
17	48	P	175	1060	47	171	24	92	2	2	0	0	13	56	5	29	3	4	1	1	4	21	2	2	6	15	1	7	0	0	10	34
18	24	C	62	235	15	45	7	19	0	0	0	0	5	17	2	2	0	0	0	0	3	8	0	0	0	0	0	0	0	0	5	18
18	24	P	94	400	15	39	9	28	0	0	0	0	6	23	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11
18	48	C	133	783	39	152	15	70	1	2	0	0	9	54	3	11	0	0	2	3	4	19	1	2	5	7	2	3	0	0	12	51
18	48	P	107	550	21	63	12	37	1	1	0	0	5	21	4	12	1	2	1	1	0	0	1	1	0	0	1	1	0	0	7	24
19	24	C	39	66	9	11	3	3	0	0	0	0	1	1	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	4	6
19	24	P	81	153	24	33	11	12	0	0	0	0	5	6	3	3	3	3	0	0	2	3	0	0	2	3	3	7	0	0	6	8
19	48	C	157	415	33	72	14	23	0	0	0	0	8	12	6	11	0	0	0	0	3	13	3	3	2	4	1	5	0	0	10	24
19	48	P	158	502	35	104	13	42	0	0	0	0	8	24	5	18	0	0	0	0	4	14	3	4	3	7	3	5	0	0	9	32
2	24	C	131	388	32	76	8	15	0	0	0	0	4	9	3	5	0	0	1	1	10	26	4	5	1	1	0	0	0	0	9	29
2	24	P	155	462	41	101	15	29	1	2	0	0	8	18	5	8	0	0	1	1	8	13	3	5	1	1	1	1	0	0	13	52
2	48	C	168	629	43	120	16	29	1	1	0	0	9	15	5	12	1	1	0	0	11	30	1	5	2	4	2	7	0	0	11	45
2	48	P	201	796	45	145	20	58	2	2	0	0	9	29	7	24	2	3	0	0	7	15	0	0	2	5	4	6	1	1	11	60
20	24	C	53	109	11	18	3	6	0	0	0	0	1	4	1	1	0	0	1	1	4	4	0	0	0	0	1	1	0	0	3	7
20	24	P	188	717	56	205	25	124	1	4	1	1	11	32	5	34	5	51	2	2	6	12	3	8	3	7	7	12	1	2	11	40
20	48	C	97	282	22	51	6	19	0	0	0	0	4	14	2	5	0	0	0	0	4	7	1	2	3	3	1	1	0	0	7	19
20	48	P	254	1158	72	303	33	163	4	7	0	0	17	79	5	37	5	25	2	15	6	7	4	7	7	15	5	13	1	2	16	96
21	24	C	116	339	32	75	9	14	0	0	0	0	5	9	4	5	0	0	0	0	7	19	0	0	3	4	4	5	0	0	9	33
21	24	P	253	1429	65	313	28	159	1	6	0	0	13	61	8	56	5	34	1	2	9	35	3	6	8	25	7	36	0	0	10	52
21	48	C	124	478	28	102	10	15	3	4	0	0	5	8	2	3	0	0	0	0	5	17	2	4	2	2	1	3	0	0	8	61
21	48	P	272	1691	63	323	27	149	4	7	0	0	11	70	6	64	5	7	1	1	6	35	4	15	5	15	6	19	0	0	15	90
22	24	C	146	328	42	93	11	19	2	4	0	0	6	11	3	4	0	0	0	0	10	29	2	5	7	12	2	4	0	0	10	24
22	24	P	198	967	50	248	17	81	2	7	0	0	10	46	3	15	2	13	0	0	11	32	2	3	4	5	4	9	0	0	12	118
22	48	C	138	403	42	109	16	38	0	0	0	0	8	19	6	16	2	3	0	0	8	19	4	8	3	4	1	6	0	0	10	34
22	48	P	226	1306	55	308	21	125	0	0	1	2	12	72	5	32	2	14	1	5	8	21	5	7	4	9	2	8	0	0	15	138
23	24	C	79	136	22	32	9	13	0	0	0	0	5	5	2	5	1	1	1	2	5	7	1	1	0	0	2	4	0	0	5	7
23	24	P	153	686	38	160	17	61	0	0	0	0	9	30	3	21	3	8	2	2	4	15	1	1	1	2	3	7	0	0	12	74
23	48	C	119	398	25	79	7	30	0	0	0	0	6	21	1	9	0	0	0	0	5	28	1	1	1	1	4	8	0	0	7	11
23	48	P	226	1496	54	297	25	133	0	0	0	0	15	69	5	52	4	11	1	1	5	18	2	5	3	10	5	14	0	0	14	117
24	24	C	170	572	44	126	17	47	1	3	1	1	8	25	4	13	3	5	0	0	7	14	2	2	0	0	8	22	0	0	10	41
24	24	P	243	1338	65	335	29	158	2	7	2	4	13	56	7	49	4	41	1	1	9	47	3	3	2	3	7	23	0	0	15	101
24	48	C	145	512	36	136	14	65	2	3	0	0	7	45	4	14	1	3	0	0	5	25	1	1	5	16	4	12	0	0	7	17
24	48	P	230	1448	61	327	29	123	4	9	2	5	13	30	6	71	2	4	2	4	4	59	4	8	6	22	5	15	0	0	13	100
25	24	C	71	219	23	72	6	26	0	0	0	0	4	8	1	17	1	1	0	0	3	12	0	0	4	7	3	8	0	0	7	19
25	24	P	121	356	27	91	12	42	0	0	0	0	6	17	4	23	1	1	1	1	1	2	0	0	2	4	4	8	0	0	8	35
25	48	C	115	341	27	80	9	30	0	0	0	0	4	16	3	12	2	2	0	0	4	7	1	2	4	9	3	11	0	0	6	21
25	48	P	182	774	47	206	19	84	0	0	0	0	8	36	7	35	2	4	2	9	4	13	1	2	5	14	3	17	0	0	15	76
26	24	C	79	215	19	37	12	21	1	1	2	2	4	8	3	6	1	3	1	1	0	0	1	1	0	0	0	0	0	0	6	15
26	24	P	245	1444	55	303	27	174	0	0	0	0	18	87	4	49	4	36	1	2	7	20	2	2	3	3	2	6	0	0	14	98
26	48	C	120	307	25	64	13	29	0	0	0	0	6	14	2	2	5	13	0	0	1	1	1	4	1	1	2	3	0	0	7	26
26	48	P	249	1425	51	307	26	144	0	0	0	0	12	67	8	44	5	32	1	1	1	6	2	9	1	3	6	25	0	0	15	120
27	24	C	139	344	22	44	11	19	1	2	0	0	7	13	3	4	0	0	0	0	1	1	0	0	1	2	0	0	0	0	9	22
27	24	P	131	294	28	53	14	26	0	0	0	0	11	17	3	9	0	0	0	0	1	1	0	0	3	6	1	1	0	0	9	19
27	48	C	158	555	29	78	14	28	0	0	0	0	9	16	4	8	1	4	0	0	2	5	0	0	2	2	1	1	0	0	10	42
27	48	P	195	811	42	130	22	56	0	0	0	0	14	38	6	15	1	1	1	2	2	2	0	0	3	3	0	0	0	0	15	69
28	24	C	92	243	22	45	4	5	1	1	0	0	1	1	2	3	0	0	0	0	9	16	2	3	0	0	0	0	0	0	7	21
28	24	P	240	1244	66	266	27	100	4	12	0	0	14	59	6	19	2	7	1	3	10	42	2	10	9	15	7	13	0	0	11	86
28	48	C	127	368	19	37	9	16	0	0	0	0	7	12	2	4	0	0	0	0	0	0	1	1	0	0	2	4	0	0	7	16
28	48	P	271	1807	64	353	29	150	1	1	0	0	17	80	6	41	4	27	1	1	1	4	4	12	9	33	6	37	0	0	15	117
29	24	C	64	165	14	24	5	6	0	0	0	0	2	3	2	2	0	0	1	1	1	1	0	0	1	1	1	3	0	0	6	13
29	24	P	135	682	38	127	17	41	0	0	0	0	8	16	2	4	6	16	1	5	2	3	0	0	1	2	7	24	0	0	11	57
29	48	C	129	467	36	66	15	22	0	0	0	0	8	10	5	10	0	0	2	2	4	6	2	2	1	1	5	9	0	0	9	26
29	48	P	196	1336	54	211	22	90	2	2	0	0	10	35	3	23	5	21	2	9	6	15	5	14	3	4	6	15	0	0	12	73
3	24	C	52	90	11	19	4	5	0	0	0	0	3	4	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	5	12
3	24	P	115	516	34	91	16	61	0	0	0	0	11	43	3	7	1	3	1	8	3	3	1	1	2	2	3	8	1	1	8	15
3	48	C	78	219	16	36	4	14	0	0	0	0	2	10	2	4	0	0	0	0	2	4	0	0	1	1	3	5	0	0	6	12
3	48	P	158	808	46	147	24	84	0	0	0	0	13	55	6	21	4	6	1	2	4	8	2	4	3	4	3	7	0	0	10	40
30	24	C	68	182	28	70	9	28	0	0	0	0	7	26	1	1	1	1	0	0	8	22	4	8	0	0	4	6	0	0	3	6
30	24	P	188	611	52	145	19	42	1	2	1	1	10	26	5	11	2	2	0	0	8	27	3	8	2	2	6	12	0	0	14	54
30	48	C	112	372	33	67	13	26	1	4	0	0	8	15	4	7	0	0	0	0	6	18	3	4	3	6	2	5	0	0	6	8
30	48	P	248	1617	76	338	37	137	2	4	1	1	19	67	9	49	5	12	1	4	6	30	6	15	9	26	6	20	0	0	12	110
31	24	C	42	69	15	18	6	7	0	0	0	0	4	4	2	3	0	0	0	0	3	3	0	0	0	0	2	4	0	0	4	4
31	24	P	103	321	29	69	13	26	0	0	0	0	6	13	3	6	2	2	2	5	3	3	0	0	0	0	6	7	0	0	7	33
31	48	C	54	84	12	14	3	3	1	1	0	0	1	1	0	0	1	1	0	0	4	5	0	0	2	2	0	0	0	0	3	4
31	48	P	109	306	30	73	12	30	1	1	0	0	7	19	2	8	1	1	1	1	4	7	2	3	3	4	1	7	0	0	8	22
32	24	C	79	150	7	19	3	11	0	0	0	0	1	7	2	4	0	0	0	0	0	0	0	0	0	0	2	6	0	0	2	2
32	24	P	101	262	25	62	14	33	1	1	0	0	7	15	4	14	1	2	1	1	1	2	0	0	0	0	4	17	0	0	6	10
32	48	C	139	440	29	88	11	38	1	1	0	0	6	14	4	23	0	0	0	0	3	7	1	4	3	5	1	3	0	0	10	31
32	48	P	164	727	40	138	17	75	0	0	0	0	10	38	4	23	2	8	1	6	5	10	2	2	5	6	2	9	0	0	9	36
33	24	C	9	9	2	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
33	24	P	113	450	34	84	13	36	0	0	0	0	9	18	2	13	1	4	1	1	8	14	0	0	5	7	3	4	0	0	5	23
33	48	C	60	125	16	37	5	9	1	1	0	0	2	6	1	1	1	1	0	0	4	12	0	0	2	7	0	0	0	0	5	9
33	48	P	200	1321	59	275	27	136	1	1	0	0	17	85	4	32	4	14	1	4	5	42	3	12	9	27	5	13	0	0	10	45
35	24	C	104	452	24	146	9	38	0	0	0	0	3	17	5	18	0	0	1	3	2	3	0	0	1	1	5	19	0	0	7	85
35	24	P	167	886	47	219	24	121	0	0	0	0	12	43	6	38	4	18	2	22	3	4	2	2	3	4	7	42	0	0	8	46
35	48	C	83	368	18	125	8	17	0	0	0	0	5	13	3	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	8	106
35	48	P	172	1139	49	263	23	140	0	0	0	0	11	55	6	42	3	18	3	25	3	3	3	8	4	14	6	27	0	0	10	71
36	24	C	57	134	19	36	5	10	0	0	0	0	4	9	0	0	0	0	1	1	7	15	1	3	1	2	3	3	0	0	2	3
36	24	P	200	1589	51	327	22	161	1	1	0	0	13	80	4	43	3	11	1	26	5	26	1	1	5	12	5	15	0	0	13	112
36	48	C	121	317	25	58	7	23	1	1	0	0	4	18	2	4	0	0	0	0	5	13	2	7	5	7	1	2	0	0	5	6
36	48	P	221	1655	53	275	21	131	1	1	0	0	12	79	5	39	2	5	1	7	7	31	1	8	8	16	3	7	0	0	13	82
37	24	C	109	291	26	62	5	10	1	2	0	0	4	8	0	0	0	0	0	0	6	16	0	0	1	1	2	2	0	0	12	33
37	24	P	238	916	67	234	32	95	3	6	0	0	18	44	5	28	5	16	1	1	7	17	2	4	5	5	7	23	0	0	14	90
37	48	C	92	235	20	41	6	11	0	0	0	0	5	10	1	1	0	0	0	0	2	2	0	0	1	1	2	6	0	0	9	21
37	48	P	270	1812	79	455	35	206	3	7	0	0	19	74	7	101	5	18	1	6	7	40	5	13	7	24	11	50	1	1	13	121
38	24	C	136	338	36	83	13	19	0	0	0	0	8	12	3	5	1	1	1	1	7	23	1	1	5	7	2	4	0	0	8	29
38	24	P	208	663	62	139	23	53	0	0	0	0	11	30	6	9	6	14	0	0	11	27	3	4	9	16	5	12	1	1	10	26
38	48	C	115	287	27	59	12	30	2	3	0	0	5	8	3	17	1	1	1	1	2	6	3	6	2	5	3	4	0	0	5	8
38	48	P	259	1428	78	325	36	147	3	7	0	0	18	68	8	46	6	24	1	2	7	30	8	25	5	26	6	23	1	2	15	72
39	24	C	58	123	9	19	4	9	0	0	0	0	3	8	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	4	7
39	24	P	150	634	38	131	24	106	1	2	0	0	13	63	4	19	5	16	1	6	1	2	1	1	1	2	1	2	0	0	10	18
39	48	C	75	146	15	29	11	22	0	0	0	0	6	9	3	10	2	3	0	0	0	0	0	0	0	0	1	1	0	0	3	6
39	48	P	183	1007	44	174	25	126	1	1	0	0	15	69	5	36	3	19	1	1	1	1	1	2	4	11	1	4	0	0	12	30
4	24	C	91	242	24	47	10	23	2	7	0	0	6	14	1	1	1	1	0	0	3	6	0	0	1	2	0	0	0	0	10	16
4	24	P	161	595	43	117	25	72	0	0	0	0	15	42	4	12	4	14	2	4	4	4	0	0	2	2	0	0	0	0	12	39
4	48	C	142	473	31	77	16	46	0	0	0	0	8	27	4	13	3	3	1	3	3	4	2	6	2	2	0	0	0	0	8	19
4	48	P	212	1129	58	236	31	143	0	0	0	0	19	85	8	32	3	20	1	6	3	10	4	9	4	8	1	2	0	0	15	64
40	24	C	90	226	23	46	9	13	2	2	0	0	4	8	3	3	0	0	0	0	4	13	1	3	3	4	3	6	0	0	3	7
40	24	P	124	350	28	73	13	29	0	0	1	1	7	14	2	8	3	6	0	0	3	3	0	0	1	1	2	9	0	0	9	31
40	48	C	162	676	44	121	12	39	2	4	1	1	6	24	3	10	0	0	0	0	5	16	1	2	10	17	4	11	0	0	12	36
40	48	P	178	949	40	170	18	72	0	0	1	2	12	42	3	24	1	1	1	3	3	4	0	0	6	11	2	8	0	0	11	75
41	24	C	120	473	27	85	11	38	0	0	1	1	6	27	2	5	0	0	2	5	4	9	1	1	1	1	1	3	0	0	9	33
